key,value,timestamp,topic,partition,offset
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3810.01, ""volume"": 0.00796849, ""timestamp"": ""2024-12-11T17:15:12.826041Z"", ""timestamp_ms"": 1733937312826}",1733937312810,trades,0,91990
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3810.01, ""volume"": 0.01502621, ""timestamp"": ""2024-12-11T17:15:12.873899Z"", ""timestamp_ms"": 1733937312873}",1733937312861,trades,0,91991
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3810.0, ""volume"": 0.1, ""timestamp"": ""2024-12-11T17:15:12.885564Z"", ""timestamp_ms"": 1733937312885}",1733937312873,trades,0,91992
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3627.3, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:12.885954Z"", ""timestamp_ms"": 1733937312885}",1733937312875,trades,0,91993
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3627.2, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:12.885954Z"", ""timestamp_ms"": 1733937312885}",1733937312875,trades,0,91994
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3627.1, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:12.885954Z"", ""timestamp_ms"": 1733937312885}",1733937312875,trades,0,91995
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3810.01, ""volume"": 0.002, ""timestamp"": ""2024-12-11T17:15:12.887846Z"", ""timestamp_ms"": 1733937312887}",1733937312876,trades,0,91996
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.19, ""volume"": 0.002, ""timestamp"": ""2024-12-11T17:15:12.971584Z"", ""timestamp_ms"": 1733937312971}",1733937312959,trades,0,91997
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.19, ""volume"": 0.00480318, ""timestamp"": ""2024-12-11T17:15:12.990338Z"", ""timestamp_ms"": 1733937312990}",1733937312988,trades,0,91998
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.01244154, ""timestamp"": ""2024-12-11T17:15:13.102965Z"", ""timestamp_ms"": 1733937313102}",1733937313101,trades,0,91999
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.00495502, ""timestamp"": ""2024-12-11T17:15:13.115176Z"", ""timestamp_ms"": 1733937313115}",1733937313102,trades,0,92000
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.002, ""timestamp"": ""2024-12-11T17:15:13.121009Z"", ""timestamp_ms"": 1733937313121}",1733937313107,trades,0,92001
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.002, ""timestamp"": ""2024-12-11T17:15:13.128986Z"", ""timestamp_ms"": 1733937313128}",1733937313113,trades,0,92002
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.03759833, ""timestamp"": ""2024-12-11T17:15:13.137962Z"", ""timestamp_ms"": 1733937313137}",1733937313123,trades,0,92003
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.00832716, ""timestamp"": ""2024-12-11T17:15:13.234068Z"", ""timestamp_ms"": 1733937313234}",1733937313220,trades,0,92004
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.0057464, ""timestamp"": ""2024-12-11T17:15:13.235921Z"", ""timestamp_ms"": 1733937313235}",1733937313222,trades,0,92005
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.07, ""volume"": 0.002, ""timestamp"": ""2024-12-11T17:15:13.374555Z"", ""timestamp_ms"": 1733937313374}",1733937313362,trades,0,92006
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100977.1, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:13.397523Z"", ""timestamp_ms"": 1733937313397}",1733937313388,trades,0,92007
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100977.0, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:13.397523Z"", ""timestamp_ms"": 1733937313397}",1733937313388,trades,0,92008
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100974.8, ""volume"": 0.000812, ""timestamp"": ""2024-12-11T17:15:13.410736Z"", ""timestamp_ms"": 1733937313410}",1733937313402,trades,0,92009
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3627.0, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:13.439785Z"", ""timestamp_ms"": 1733937313439}",1733937313442,trades,0,92010
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100959.6, ""volume"": 0.00016651, ""timestamp"": ""2024-12-11T17:15:13.494002Z"", ""timestamp_ms"": 1733937313494}",1733937313488,trades,0,92011
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 0.018875, ""timestamp"": ""2024-12-11T17:15:13.613428Z"", ""timestamp_ms"": 1733937313613}",1733937313602,trades,0,92012
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 0.00115034, ""timestamp"": ""2024-12-11T17:15:16.196893Z"", ""timestamp_ms"": 1733937316196}",1733937316196,trades,0,92013
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.9, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:16.450686Z"", ""timestamp_ms"": 1733937316450}",1733937316487,trades,0,92014
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.8, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:16.450686Z"", ""timestamp_ms"": 1733937316450}",1733937316488,trades,0,92015
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 0.006392, ""timestamp"": ""2024-12-11T17:15:17.414869Z"", ""timestamp_ms"": 1733937317414}",1733937317404,trades,0,92016
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.7, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:17.906136Z"", ""timestamp_ms"": 1733937317906}",1733937317944,trades,0,92017
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.6, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:17.906136Z"", ""timestamp_ms"": 1733937317906}",1733937317945,trades,0,92018
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.5, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:17.906136Z"", ""timestamp_ms"": 1733937317906}",1733937317947,trades,0,92019
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.18, ""volume"": 0.00427883, ""timestamp"": ""2024-12-11T17:15:18.599385Z"", ""timestamp_ms"": 1733937318599}",1733937318592,trades,0,92020
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.18, ""volume"": 0.01098626, ""timestamp"": ""2024-12-11T17:15:18.599385Z"", ""timestamp_ms"": 1733937318599}",1733937318593,trades,0,92021
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.4, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:19.058444Z"", ""timestamp_ms"": 1733937319058}",1733937319054,trades,0,92022
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.3, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:19.058444Z"", ""timestamp_ms"": 1733937319058}",1733937319055,trades,0,92023
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.2, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:19.058444Z"", ""timestamp_ms"": 1733937319058}",1733937319055,trades,0,92024
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.1, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:19.058444Z"", ""timestamp_ms"": 1733937319058}",1733937319055,trades,0,92025
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3626.0, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:19.058444Z"", ""timestamp_ms"": 1733937319058}",1733937319055,trades,0,92026
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.9, ""volume"": 0.00055179, ""timestamp"": ""2024-12-11T17:15:19.058444Z"", ""timestamp_ms"": 1733937319058}",1733937319055,trades,0,92027
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.9, ""volume"": 0.00145821, ""timestamp"": ""2024-12-11T17:15:19.271324Z"", ""timestamp_ms"": 1733937319271}",1733937319261,trades,0,92028
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.8, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:19.273941Z"", ""timestamp_ms"": 1733937319273}",1733937319262,trades,0,92029
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.7, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:19.353810Z"", ""timestamp_ms"": 1733937319353}",1733937319354,trades,0,92030
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100959.5, ""volume"": 0.000612, ""timestamp"": ""2024-12-11T17:15:19.617784Z"", ""timestamp_ms"": 1733937319617}",1733937319685,trades,0,92031
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100959.4, ""volume"": 0.000712, ""timestamp"": ""2024-12-11T17:15:19.617784Z"", ""timestamp_ms"": 1733937319617}",1733937319687,trades,0,92032
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100930.0, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:19.617784Z"", ""timestamp_ms"": 1733937319617}",1733937319687,trades,0,92033
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100930.0, ""volume"": 8.692e-05, ""timestamp"": ""2024-12-11T17:15:19.617784Z"", ""timestamp_ms"": 1733937319617}",1733937319687,trades,0,92034
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100930.1, ""volume"": 0.00013261, ""timestamp"": ""2024-12-11T17:15:20.137457Z"", ""timestamp_ms"": 1733937320137}",1733937320304,trades,0,92035
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100930.0, ""volume"": 0.00038535, ""timestamp"": ""2024-12-11T17:15:20.247495Z"", ""timestamp_ms"": 1733937320247}",1733937320314,trades,0,92036
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 5e-05, ""timestamp"": ""2024-12-11T17:15:20.593501Z"", ""timestamp_ms"": 1733937320593}",1733937320579,trades,0,92037
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.1, ""volume"": 0.00337832, ""timestamp"": ""2024-12-11T17:15:20.756948Z"", ""timestamp_ms"": 1733937320756}",1733937320744,trades,0,92038
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.6, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:21.088404Z"", ""timestamp_ms"": 1733937321088}",1733937321075,trades,0,92039
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.5, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:21.088404Z"", ""timestamp_ms"": 1733937321088}",1733937321076,trades,0,92040
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.4, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:21.088404Z"", ""timestamp_ms"": 1733937321088}",1733937321076,trades,0,92041
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.3, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:21.088404Z"", ""timestamp_ms"": 1733937321088}",1733937321076,trades,0,92042
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.2, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:21.088404Z"", ""timestamp_ms"": 1733937321088}",1733937321076,trades,0,92043
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.1, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:21.088404Z"", ""timestamp_ms"": 1733937321088}",1733937321076,trades,0,92044
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3625.0, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:21.088404Z"", ""timestamp_ms"": 1733937321088}",1733937321076,trades,0,92045
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.92, ""volume"": 0.00010552, ""timestamp"": ""2024-12-11T17:15:21.088405Z"", ""timestamp_ms"": 1733937321088}",1733937321076,trades,0,92046
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 0.02650743, ""timestamp"": ""2024-12-11T17:15:22.761506Z"", ""timestamp_ms"": 1733937322761}",1733937322856,trades,0,92047
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.1, ""volume"": 0.01611231, ""timestamp"": ""2024-12-11T17:15:24.287299Z"", ""timestamp_ms"": 1733937324287}",1733937324292,trades,0,92048
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.91, ""volume"": 0.51878029, ""timestamp"": ""2024-12-11T17:15:25.564371Z"", ""timestamp_ms"": 1733937325564}",1733937325549,trades,0,92049
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.91, ""volume"": 0.06121971, ""timestamp"": ""2024-12-11T17:15:25.564371Z"", ""timestamp_ms"": 1733937325564}",1733937325549,trades,0,92050
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.91, ""volume"": 0.02008754, ""timestamp"": ""2024-12-11T17:15:26.033987Z"", ""timestamp_ms"": 1733937326033}",1733937326038,trades,0,92051
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.1, ""volume"": 0.01821207, ""timestamp"": ""2024-12-11T17:15:27.161091Z"", ""timestamp_ms"": 1733937327161}",1733937327153,trades,0,92052
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.91, ""volume"": 0.08272667, ""timestamp"": ""2024-12-11T17:15:27.280650Z"", ""timestamp_ms"": 1733937327280}",1733937327267,trades,0,92053
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 1.2, ""timestamp"": ""2024-12-11T17:15:27.790391Z"", ""timestamp_ms"": 1733937327790}",1733937327876,trades,0,92054
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.1, ""volume"": 0.00045147, ""timestamp"": ""2024-12-11T17:15:28.734679Z"", ""timestamp_ms"": 1733937328734}",1733937328720,trades,0,92055
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.18, ""volume"": 0.02715284, ""timestamp"": ""2024-12-11T17:15:28.785734Z"", ""timestamp_ms"": 1733937328785}",1733937328772,trades,0,92056
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 0.05, ""timestamp"": ""2024-12-11T17:15:30.048270Z"", ""timestamp_ms"": 1733937330048}",1733937330048,trades,0,92057
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.91, ""volume"": 0.03239676, ""timestamp"": ""2024-12-11T17:15:31.680103Z"", ""timestamp_ms"": 1733937331680}",1733937331670,trades,0,92058
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.1, ""volume"": 0.00010407, ""timestamp"": ""2024-12-11T17:15:32.313293Z"", ""timestamp_ms"": 1733937332313}",1733937332302,trades,0,92059
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.9, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333003,trades,0,92060
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.8, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333004,trades,0,92061
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.7, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333005,trades,0,92062
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.6, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333005,trades,0,92063
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.5, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333005,trades,0,92064
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.4, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333006,trades,0,92065
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.3, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333006,trades,0,92066
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.27, ""volume"": 0.03499999, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333006,trades,0,92067
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.2, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333007,trades,0,92068
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.1, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333007,trades,0,92069
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3624.0, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333007,trades,0,92070
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.9, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333007,trades,0,92071
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.8, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333007,trades,0,92072
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.7, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:33.001931Z"", ""timestamp_ms"": 1733937333001}",1733937333007,trades,0,92073
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100930.0, ""volume"": 2.773e-05, ""timestamp"": ""2024-12-11T17:15:34.915257Z"", ""timestamp_ms"": 1733937334915}",1733937334902,trades,0,92074
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100930.0, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:34.915257Z"", ""timestamp_ms"": 1733937334915}",1733937334903,trades,0,92075
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100930.0, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:34.915257Z"", ""timestamp_ms"": 1733937334915}",1733937334903,trades,0,92076
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100930.0, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:34.915258Z"", ""timestamp_ms"": 1733937334915}",1733937334904,trades,0,92077
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 0.00824257, ""timestamp"": ""2024-12-11T17:15:34.943037Z"", ""timestamp_ms"": 1733937334943}",1733937334938,trades,0,92078
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96088.0, ""volume"": 0.0038, ""timestamp"": ""2024-12-11T17:15:35.320743Z"", ""timestamp_ms"": 1733937335320}",1733937335315,trades,0,92079
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.6, ""volume"": 0.00079059, ""timestamp"": ""2024-12-11T17:15:35.568546Z"", ""timestamp_ms"": 1733937335568}",1733937335558,trades,0,92080
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.6, ""volume"": 0.00120941, ""timestamp"": ""2024-12-11T17:15:35.568546Z"", ""timestamp_ms"": 1733937335568}",1733937335559,trades,0,92081
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.1, ""volume"": 0.00029881, ""timestamp"": ""2024-12-11T17:15:35.617786Z"", ""timestamp_ms"": 1733937335617}",1733937335605,trades,0,92082
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.0, ""volume"": 0.00367533, ""timestamp"": ""2024-12-11T17:15:35.617786Z"", ""timestamp_ms"": 1733937335617}",1733937335607,trades,0,92083
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 7.5e-05, ""timestamp"": ""2024-12-11T17:15:35.617946Z"", ""timestamp_ms"": 1733937335617}",1733937335609,trades,0,92084
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 0.05615009, ""timestamp"": ""2024-12-11T17:15:35.617946Z"", ""timestamp_ms"": 1733937335617}",1733937335609,trades,0,92085
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 5e-05, ""timestamp"": ""2024-12-11T17:15:36.619459Z"", ""timestamp_ms"": 1733937336619}",1733937336605,trades,0,92086
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.6, ""volume"": 0.00395823, ""timestamp"": ""2024-12-11T17:15:37.071092Z"", ""timestamp_ms"": 1733937337071}",1733937337080,trades,0,92087
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 5e-05, ""timestamp"": ""2024-12-11T17:15:38.622752Z"", ""timestamp_ms"": 1733937338622}",1733937338607,trades,0,92088
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.1, ""volume"": 0.00017236, ""timestamp"": ""2024-12-11T17:15:39.119783Z"", ""timestamp_ms"": 1733937339119}",1733937339105,trades,0,92089
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 0.0002618, ""timestamp"": ""2024-12-11T17:15:39.442917Z"", ""timestamp_ms"": 1733937339442}",1733937339430,trades,0,92090
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.0103748, ""timestamp"": ""2024-12-11T17:15:40.009897Z"", ""timestamp_ms"": 1733937340009}",1733937340031,trades,0,92091
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3807.17, ""volume"": 0.002, ""timestamp"": ""2024-12-11T17:15:40.009897Z"", ""timestamp_ms"": 1733937340009}",1733937340032,trades,0,92092
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.61, ""volume"": 0.0128524, ""timestamp"": ""2024-12-11T17:15:40.760362Z"", ""timestamp_ms"": 1733937340760}",1733937340743,trades,0,92093
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 0.00032029, ""timestamp"": ""2024-12-11T17:15:42.584703Z"", ""timestamp_ms"": 1733937342584}",1733937342578,trades,0,92094
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3806.64, ""volume"": 0.10256649, ""timestamp"": ""2024-12-11T17:15:42.815291Z"", ""timestamp_ms"": 1733937342815}",1733937342806,trades,0,92095
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3803.65, ""volume"": 0.00846503, ""timestamp"": ""2024-12-11T17:15:42.815626Z"", ""timestamp_ms"": 1733937342815}",1733937342807,trades,0,92096
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3803.64, ""volume"": 0.11153497, ""timestamp"": ""2024-12-11T17:15:42.815626Z"", ""timestamp_ms"": 1733937342815}",1733937342808,trades,0,92097
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.6, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:42.825815Z"", ""timestamp_ms"": 1733937342825}",1733937342817,trades,0,92098
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.5, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:42.907482Z"", ""timestamp_ms"": 1733937342907}",1733937342914,trades,0,92099
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.4, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:42.966850Z"", ""timestamp_ms"": 1733937342966}",1733937342982,trades,0,92100
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.3, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:43.010009Z"", ""timestamp_ms"": 1733937343010}",1733937343024,trades,0,92101
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 0.04736791, ""timestamp"": ""2024-12-11T17:15:43.216143Z"", ""timestamp_ms"": 1733937343216}",1733937343213,trades,0,92102
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 0.008, ""timestamp"": ""2024-12-11T17:15:43.216143Z"", ""timestamp_ms"": 1733937343216}",1733937343214,trades,0,92103
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 0.00205913, ""timestamp"": ""2024-12-11T17:15:43.216143Z"", ""timestamp_ms"": 1733937343216}",1733937343214,trades,0,92104
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.0, ""volume"": 0.0951073, ""timestamp"": ""2024-12-11T17:15:43.319269Z"", ""timestamp_ms"": 1733937343319}",1733937343356,trades,0,92105
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.0, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:43.319269Z"", ""timestamp_ms"": 1733937343319}",1733937343360,trades,0,92106
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.0, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:43.319269Z"", ""timestamp_ms"": 1733937343319}",1733937343360,trades,0,92107
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.2, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:44.104767Z"", ""timestamp_ms"": 1733937344104}",1733937344094,trades,0,92108
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.1, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:44.104767Z"", ""timestamp_ms"": 1733937344104}",1733937344095,trades,0,92109
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.0, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:44.104767Z"", ""timestamp_ms"": 1733937344104}",1733937344095,trades,0,92110
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3622.9, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:44.807338Z"", ""timestamp_ms"": 1733937344807}",1733937344797,trades,0,92111
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3622.8, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:44.807338Z"", ""timestamp_ms"": 1733937344807}",1733937344797,trades,0,92112
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.0, ""volume"": 0.00223496, ""timestamp"": ""2024-12-11T17:15:45.839406Z"", ""timestamp_ms"": 1733937345839}",1733937346001,trades,0,92113
